编号,位置,区,房型,所处楼层级别,总楼层数,建造年份,面积,朝向,关注数,是否有VR房源,是否近地铁,单位价格,挂牌年,挂牌月,挂牌日,总价,纬度,经度
1855,青羊区太升北路5号,8,2|1,3,7,1993,71.9,5,16,1,1,11126.6,2019,4,27,80.0,30.674037804246836,104.08665250437322
1856,青羊区培华路399号,8,2|2,3,22,2010,71.53,7,40,1,1,17055.8,2019,12,26,122.0,30.67676387056879,103.97574700004324
1857,青羊区培风路271号,8,3|1,2,18,2012,89.33,5,7,1,0,15560.3,2020,2,3,139.0,30.6732424117985,103.98263265370949
1858,青羊区东门街89号,8,3|2,3,7,1995,103.7,5,26,1,1,17550.6,2019,4,8,182.0,30.673690081244835,104.06444962606642
1859,青羊区战旗东路6号,8,2|1,2,7,2001,53.4,7,34,1,1,13015.0,2020,1,10,69.5,30.68054044433847,104.02703839056039
1860,锦江区锦江大道388号,7,1|1,1,22,2017,48.29,3,0,0,0,10975.4,2019,10,19,53.0,30.608853538911386,104.15204666797302
1861,锦江区牡丹街39号,7,1|1,1,37,2015,35.8,8,0,0,0,12569.8,2019,8,12,45.0,30.59735730552731,104.16108897350763
1862,锦江区牡丹街595号,7,1|0,1,35,2011,41.0,6,1,0,0,8536.6,2018,7,8,35.0,30.60427339829133,104.14883024736574
1863,锦江区锦江大道388号,7,1|1,1,22,2017,48.61,4,1,0,0,10903.1,2019,10,19,53.0,30.608853538911386,104.15204666797302
1864,锦江区牡丹街595号,7,1|0,2,35,2011,41.0,4,5,0,0,7317.1,2019,9,19,30.0,30.60427339829133,104.14883024736574
1865,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1866,锦江区牡丹街39号,7,1|1,3,37,2015,39.4,4,0,0,0,13959.4,2020,1,4,55.0,30.59735730552731,104.16108897350763
1867,锦江区牡丹街39号,7,1|1,2,37,2015,37.85,4,0,0,0,11889.0,2019,11,18,45.0,30.59735730552731,104.16108897350763
1868,锦江区牡丹街595号,7,1|0,3,35,2011,41.0,5,4,0,0,7561.0,2019,5,16,31.0,30.60427339829133,104.14883024736574
1869,锦江区牡丹街595号,7,1|0,3,35,2011,40.16,4,0,0,0,9088.6,2019,10,6,36.5,30.60427339829133,104.14883024736574
1870,锦江区牡丹街595号,7,1|0,1,35,2011,40.65,4,2,0,0,8610.1,2018,11,6,35.0,30.60427339829133,104.14883024736574
1871,锦江区梨花街12号,7,1|0,2,28,2010,37.61,4,2,0,1,15687.3,2019,5,15,59.0,30.66103538082377,104.07409033063006
1872,锦江区银木街675号,7,1|1,2,35,2017,30.0,5,0,0,1,16000.0,2019,9,8,48.0,30.606549900504017,104.16048100033848
1873,锦江区牡丹街39号,7,1|1,3,37,2015,42.0,4,0,0,0,12381.0,2020,1,12,52.0,30.59735730552731,104.16108897350763
1874,锦江区牡丹街39号,7,1|1,2,37,2015,38.0,3,0,0,0,15263.2,2019,5,29,58.0,30.59735730552731,104.16108897350763
1875,锦江区牡丹街39号,7,1|1,2,37,2015,37.85,5,1,0,0,10568.0,2019,6,5,40.0,30.59735730552731,104.16108897350763
1876,锦江区牡丹街595号,7,1|0,1,35,2011,41.0,4,0,0,0,8902.4,2019,6,4,36.5,30.60427339829133,104.14883024736574
1877,锦江区牡丹街595号,7,1|0,3,35,2011,40.65,4,3,0,0,7257.1,2019,2,12,29.5,30.60427339829133,104.14883024736574
1878,锦江区牡丹街595号,7,1|0,1,35,2011,41.0,2,1,0,0,9268.3,2018,9,20,38.0,30.60427339829133,104.14883024736574
1879,锦江区牡丹街39号,7,1|1,3,37,2015,37.0,8,0,0,0,12973.0,2020,1,2,48.0,30.59735730552731,104.16108897350763
1880,锦江区水杉街166号,7,3|1,2,31,2012,90.35,5,1,1,0,18262.3,2020,3,19,165.0,30.608821878587182,104.13290017984184
1881,锦江区牡丹街595号,7,1|1,1,35,2011,40.65,-1,0,0,0,7872.1,2019,10,29,32.0,30.60427339829133,104.14883024736574
1882,锦江区牡丹街595号,7,1|0,2,35,2011,40.65,4,15,0,0,7330.9,2019,2,13,29.8,30.60427339829133,104.14883024736574
1883,锦江区静渝路48号,7,1|0,3,34,2012,35.69,4,1,0,1,10086.9,2019,8,14,36.0,30.623813222280518,104.1187394435962
1884,锦江区锦江大道388号,7,2|1,3,20,2017,50.7,4,2,0,0,17751.5,2019,8,12,90.0,30.608853538911386,104.15204666797302
1885,锦江区牡丹街595号,7,1|0,3,35,2011,41.0,4,40,0,0,8048.8,2018,5,9,33.0,30.60427339829133,104.14883024736574
1886,锦江区牡丹街39号,7,1|1,2,37,2015,41.0,4,0,0,0,12682.9,2019,11,21,52.0,30.59735730552731,104.16108897350763
1887,锦江区牡丹街39号,7,1|1,3,37,2015,28.03,4,0,0,0,13556.9,2020,1,16,38.0,30.59735730552731,104.16108897350763
1888,锦江区牡丹街39号,7,1|1,1,37,2015,38.17,4,0,0,0,15719.2,2020,1,4,60.0,30.59735730552731,104.16108897350763
1889,锦江区牡丹街595号,7,1|0,1,35,2011,41.0,5,1,0,0,7073.2,2019,12,30,29.0,30.60427339829133,104.14883024736574
1890,锦江区牡丹街39号,7,1|0,1,37,2015,40.01,4,0,0,0,11247.2,2019,12,25,45.0,30.59735730552731,104.16108897350763
1891,锦江区牡丹街39号,7,1|0,3,37,2015,40.0,3,0,0,0,12000.0,2019,10,26,48.0,30.59735730552731,104.16108897350763
1892,锦江区牡丹街39号,7,1|1,2,37,2015,38.0,4,1,0,0,13157.9,2019,9,28,50.0,30.59735730552731,104.16108897350763
1893,锦江区牡丹街595号,7,1|0,2,35,2011,40.68,8,0,0,0,7866.3,2019,8,10,32.0,30.60427339829133,104.14883024736574
1894,锦江区牡丹街595号,7,1|0,3,35,2011,38.35,4,1,0,0,7822.7,2019,7,19,30.0,30.60427339829133,104.14883024736574
1895,锦江区静渝路48号,7,1|0,2,34,2012,35.95,4,1,0,1,10013.9,2019,7,17,36.0,30.623813222280518,104.1187394435962
1896,锦江区牡丹街595号,7,1|1,3,35,2011,40.65,6,5,0,0,7380.1,2019,7,10,30.0,30.60427339829133,104.14883024736574
1897,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1898,锦江区锦江大道388号,7,1|0,3,22,2017,48.0,5,0,0,0,15800.0,2019,4,9,75.84,30.608853538911386,104.15204666797302
1899,锦江区海椒市街15号,7,2|1,2,7,2001,70.1,4,0,1,0,11412.3,2020,3,20,80.0,30.64176907165897,104.10823879745598
1900,锦江区海椒市街15号,7,2|1,1,7,1992,77.08,5,0,1,1,12843.8,2020,3,20,99.0,30.64176907165897,104.10823879745598
1901,青羊区同善桥南街9号,8,3|2,3,12,2001,168.5,5,27,1,1,18991.1,2018,11,27,320.0,30.688095144384302,104.030065186061
1902,青羊区玉宇路998号,8,2|1,1,28,2008,84.26,7,16,1,0,23498.7,2019,12,24,198.0,30.671788142956935,103.99696271784886
1903,青羊区北东街1号,8,1|1,1,14,2005,50.17,3,4,1,1,13354.6,2019,11,29,67.0,30.67767665614064,104.0840542329399
1904,青羊区光华南三路88号,8,4|2,2,24,2012,121.85,-1,48,1,1,21337.7,2019,4,10,260.0,30.67423410644624,103.9702706026712
1905,青羊区中坝街29号,8,2|1,1,20,2010,81.58,4,2,1,0,13728.9,2019,11,27,112.0,30.677205902930748,103.9849207851655
1906,青羊区牧电路12号,8,3|1,3,7,1996,72.35,5,30,1,1,13407.0,2019,5,25,97.0,30.67181980499074,104.03789151920643
1907,青羊区将军街47号,8,2|1,3,7,2002,73.87,5,19,1,1,19764.5,2019,8,30,146.0,30.665724461677016,104.06504975702845
1908,青羊区青羊大道318号,8,5|2,2,5,2002,263.5,-1,41,1,1,18216.3,2018,7,7,480.0,30.681434233277464,104.01761069848742
1909,青羊区导航路910号,8,3|2,2,6,2016,124.92,5,5,1,0,15209.7,2019,12,17,190.0,30.689786190505234,103.95328658293651
1910,青羊区光华大道一段866号,8,2|2,1,21,2014,78.58,2,57,1,0,16798.2,2019,1,6,132.0,30.673690482004485,103.9924998255837
1911,青羊区瑞联路35号,8,2|2,3,18,2007,85.18,5,43,1,1,21483.9,2019,8,18,183.0,30.670639334962715,104.00838333483131
1912,青羊区青羊大道318号,8,2|2,3,6,2002,102.8,-1,10,1,1,19455.3,2019,8,23,200.0,30.681434233277464,104.01761069848742
1913,青羊区上半节巷13号,8,2|1,1,6,1995,55.55,6,5,1,0,22502.3,2018,3,7,125.0,30.677323350235106,104.0645789048056
1914,青羊区桂花巷40号,8,3|1,2,6,1998,89.0,4,9,1,1,20224.7,2020,1,12,180.0,30.66846646632264,104.06564840578643
1915,青羊区青羊大道99号,8,1|1,3,21,2010,65.34,3,48,1,1,22956.8,2018,9,3,150.0,30.687092808661305,104.02007432200956
1916,青羊区中坝街29号,8,2|1,1,18,2010,91.22,3,3,1,0,12935.8,2019,12,10,118.0,30.677205902930748,103.9849207851655
1917,-1,8,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1918,青羊区同辉南路256号,8,3|2,1,16,2010,83.84,1,88,1,1,16698.5,2018,5,24,140.0,30.675694622537197,103.97457491796295
1919,青羊区贝森南路8号,8,2|2,2,11,2003,85.89,7,13,1,1,22121.3,2019,10,11,190.0,30.672876011481943,104.01017317262772
1920,青羊区玉宇路996号,8,1|2,2,25,2012,67.88,3,18,1,0,20624.6,2019,11,29,140.0,30.671704743499063,103.99738132821649
1921,青羊区大墙西街29号,8,3|1,2,16,2001,133.86,6,119,1,1,13446.9,2017,12,19,180.0,30.668773291774997,104.08032546917481
1922,青羊区蜀鑫东路51号,8,2|2,1,18,2012,74.95,4,59,1,0,21481.0,2019,5,19,161.0,30.68755324580791,103.99993761374859
1923,青羊区二环路西一段124号,8,2|1,1,6,2008,66.23,3,35,1,1,15249.9,2019,6,23,101.0,30.66574593364985,104.02863564063853
1924,青羊区双清南路6号,8,1|0,2,8,2003,42.6,4,60,1,1,8920.2,2018,10,21,38.0,30.679777406036486,104.02467201938936
1925,青羊区北大街19号,8,2|1,3,34,2010,55.09,4,16,1,1,19059.7,2019,7,23,105.0,30.679064072007165,104.08354085403586
1926,青羊区东马道街16号,8,3|1,1,21,2001,149.66,4,19,1,1,17372.7,2019,8,27,260.0,30.68013998355055,104.08513705040166
1927,青羊区清江东路8号,8,3|2,2,21,2003,160.5,5,31,1,1,13084.1,2018,7,5,210.0,30.67414651945199,104.04366128519192
1928,青羊区光华大道东4路78号,8,2|1,1,22,2015,60.14,4,21,1,1,20951.1,2019,10,6,126.0,30.67388510415245,103.96765872011278
1929,青羊区锦里西路119号,8,2|1,2,23,2004,77.1,7,19,1,1,18677.0,2020,1,9,144.0,30.65922196011693,104.0550184063477
1930,青羊区太升北路64号,8,1|1,2,28,2003,58.06,5,6,1,1,12917.7,2018,6,27,75.0,30.67804287026757,104.08966899990286
1931,青羊区北东街1号,8,1|1,3,14,2005,56.13,3,24,1,1,14252.6,2019,11,8,80.0,30.67767665614064,104.0840542329399
1932,锦江区喜树街668号,7,2|1,3,34,2010,50.04,8,0,1,0,17346.1,2020,3,19,86.8,30.60125377904167,104.15235106598152
1933,锦江区二环路东五段366号,7,3|2,3,34,2011,90.16,5,1,1,0,24401.1,2020,3,19,220.0,30.626893505779105,104.09751053237751
1934,锦江区晨辉东路301号,7,3|1,2,34,2014,100.87,8,1,1,1,23594.7,2020,3,19,238.0,30.612035245802673,104.11410304362177
1935,锦江区锦兴路12号,7,3|1,3,7,1999,124.16,4,2,1,0,23357.0,2020,3,19,290.0,30.65495287522653,104.08062199982365
1936,锦江区三官堂街16号,7,3|2,2,11,2005,139.63,2,1,1,0,23633.9,2020,3,18,330.0,30.633565194860118,104.1020143047298
1937,锦江区二环路东五段366号,7,2|2,1,33,2011,81.03,7,1,1,0,21967.2,2020,3,18,178.0,30.626893505779105,104.09751053237751
1938,锦江区国香街333号,7,2|1,2,24,2010,89.89,5,2,1,0,18912.0,2020,3,18,170.0,30.60537762051154,104.14027388738319
1939,锦江区喜树街780号,7,2|1,2,34,2009,49.94,3,0,1,0,17020.4,2020,3,18,85.0,30.59954270057934,104.15098705733584
1940,锦江区牡丹街39号,7,3|1,1,33,2015,87.75,4,1,1,0,21424.5,2020,3,18,188.0,30.59735730552731,104.16108897350763
1941,锦江区橡树林路166号,7,2|1,3,34,2009,89.68,5,0,1,0,25423.7,2020,3,18,228.0,30.628217848389024,104.09874893635359
1942,锦江区玫瑰街10号,7,3|2,1,39,-1,88.91,8,0,1,1,23057.0,2020,3,17,205.0,30.609350412166577,104.16030989739308
1943,锦江区一环路东五段46号,7,2|1,2,55,2011,58.47,4,5,1,0,20181.3,2020,3,17,118.0,30.653439364945587,104.10037960070177
1944,锦江区静居寺街215~232号,7,4|2,3,6,2005,124.67,2,0,1,0,17646.6,2020,3,17,220.0,30.661904490317248,104.08956175659785
1945,锦江区通盈街88号,7,3|2,1,30,2015,198.72,5,7,1,1,32004.8,2020,3,17,636.0,30.63679136167003,104.11124535323513
1946,锦江区东大街上东大街段118号,7,2|1,2,34,1999,87.23,4,1,1,1,21781.5,2020,3,17,190.0,30.660703764272817,104.08120760518558
1947,锦江区镗钯街38号,7,1|2,1,50,2015,87.54,3,0,1,1,32785.0,2020,3,16,287.0,30.661904490317248,104.08956175659785
1948,锦江区一环路东五段46号,7,2|2,3,55,2011,58.91,2,2,1,0,17823.8,2020,3,16,105.0,30.653439364945587,104.10037960070177
1949,锦江区工农院街107号,7,2|1,1,6,2004,88.44,4,1,1,0,15829.9,2020,3,16,140.0,30.635493224700465,104.10662107499529
1950,锦江区东大街下东大街段36号,7,3|1,2,12,2003,72.27,1,1,1,1,22139.2,2020,3,16,160.0,30.657619938978318,104.0879466176638
1951,锦江区国香街666号,7,3|1,1,31,2014,85.18,4,5,1,0,21131.7,2020,3,16,180.0,30.6016347482838,104.14439846072548
1952,锦江区汇源南路366号,7,3|2,2,33,2015,96.12,-1,12,1,1,33291.7,2020,3,16,320.0,30.63695415847713,104.11732106770442
1953,锦江区四圣祠北街18号,7,2|1,2,7,2000,89.94,6,4,1,1,22014.7,2020,3,16,198.0,30.666454277271,104.09486451420973
1954,锦江区镗钯街38号,7,3|1,3,50,2015,128.0,7,2,1,1,33203.1,2020,3,16,425.0,30.661904490317248,104.08956175659785
1955,锦江区牡丹街595号,7,2|1,2,34,2011,62.57,8,6,1,0,15662.5,2020,3,15,98.0,30.60427339829133,104.14883024736574
1956,锦江区劼人路238号,7,1|1,1,6,2002,44.51,4,2,1,1,13704.8,2020,3,15,61.0,30.621314702536157,104.12971360902831
1957,锦江区海棠路华熙528艺术村锦都,7,3|2,1,30,2017,87.82,4,8,1,0,22716.9,2020,3,15,199.5,30.597690851097965,104.15436300083223
1958,锦江区佳宏北路36号,7,2|1,3,26,2011,77.77,-1,0,1,1,24173.8,2020,3,17,188.0,30.622772299011558,104.13476457969047
1959,锦江区均隆街3号,7,3|1,3,26,2000,142.0,5,2,1,0,18309.9,2020,3,17,260.0,30.654764420770558,104.09416362121692
1960,锦江区汇源北路333号,7,2|1,3,40,2017,66.45,5,4,1,0,33107.6,2020,3,17,220.0,30.645117732951718,104.12206927707071
1961,锦江区一环路东五段46号,7,1|1,2,55,2011,63.05,4,3,1,0,19032.5,2020,3,17,120.0,30.653439364945587,104.10037960070177
1962,锦江区宏济新路95号,7,3|1,1,7,1985,70.08,6,2,1,0,12129.0,2020,3,17,85.0,30.645555484321843,104.09976239025706
1963,锦江区汇源东路88号,7,4|2,2,30,2016,223.75,2,0,1,1,34413.4,2020,3,17,770.0,30.641609103509477,104.12360802769743
1964,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1965,锦江区牡丹街39号,7,3|1,1,33,2015,85.02,1,3,1,0,18231.0,2020,3,17,155.0,30.59735730552731,104.16108897350763
1966,锦江区锦华路三段255号,7,3|2,2,34,2013,90.31,4,14,1,0,18602.6,2020,3,17,168.0,30.60430881379376,104.1047002615606
1967,锦江区喜树街780号,7,3|1,2,34,2009,89.31,4,1,1,0,18475.0,2020,3,17,165.0,30.59954270057934,104.15098705733584
1968,锦江区海椒市街9号,7,1|1,3,34,2009,43.34,4,0,1,0,24227.0,2020,3,18,105.0,30.64474555061814,104.10923811921715
1969,锦江区牡丹街39号,7,1|1,1,20,2015,29.08,3,0,0,0,9628.6,2020,3,18,28.0,30.59735730552731,104.16108897350763
1970,锦江区樱花路1238号,7,3|2,2,34,-1,91.21,2,0,1,0,15349.2,2020,3,18,140.0,30.613531841888584,104.15397821166702
1971,锦江区和平街19号,7,2|1,2,28,2008,49.97,3,2,1,1,17610.6,2020,3,17,88.0,30.668272157362424,104.0880596873783
1972,锦江区汇泉南路333号,7,3|1,3,28,2015,127.63,4,12,1,1,33691.1,2020,3,17,430.0,30.638960569283167,104.11164578908571
1973,锦江区古卧龙桥街12号,7,3|1,1,6,1998,55.0,3,8,1,0,25090.9,2020,3,17,138.0,30.660066121283727,104.07807334539685
1974,锦江区锦绣大道355号,7,3|1,3,42,2016,84.09,6,2,1,1,21167.8,2020,3,17,178.0,30.661904490317248,104.08956175659785
1975,锦江区芙蓉西路468号,7,2|1,3,25,2015,74.76,3,4,1,0,19930.4,2020,3,17,149.0,30.614114332907533,104.14949377534084
1976,锦江区国香街333号,7,3|1,2,24,2010,131.24,4,1,1,0,20192.0,2020,3,17,265.0,30.60537762051154,104.14027388738319
1977,锦江区下莲池街40号,7,3|2,1,7,1999,133.56,5,2,1,1,18343.8,2020,3,17,245.0,30.653858072139744,104.08571467342081
1978,锦江区牡丹街692号,7,4|2,3,33,2010,97.16,2,2,1,0,40140.0,2020,3,15,390.0,30.60534731479341,104.14735343310731
1979,锦江区滨江东路158号,7,3|1,3,32,2009,117.79,1,1,1,1,25893.5,2020,3,15,305.0,30.65081216229225,104.08709146675051
1980,锦江区锦江区大川巷8号,7,2|2,1,11,2004,48.17,4,0,1,1,25949.8,2020,3,15,125.0,30.651204750531782,104.0897718810363
1981,锦江区芙蓉西路707号,7,2|1,1,33,2015,74.82,8,1,1,0,20716.4,2020,3,15,155.0,30.613933221626905,104.14830074118288
1982,锦江区静秀路55号,7,2|1,1,35,2012,64.51,4,5,1,0,24027.3,2020,3,15,155.0,30.627988533270866,104.12568118386524
1983,锦江区福字街1号,7,3|1,3,7,1994,63.8,5,2,1,0,24294.7,2020,3,15,155.0,30.661710045712802,104.09341502281171
1984,青羊区双清南路4号,8,2|1,1,7,2000,65.02,1,8,1,1,11996.3,2019,12,25,78.0,30.67849705719348,104.02429770536472
1985,青羊区同辉南路256号,8,1|1,1,21,2010,48.87,3,15,1,1,13709.8,2019,12,8,67.0,30.675694622537197,103.97457491796295
1986,青羊区培风东路361号,8,2|2,1,18,2011,86.56,3,34,1,0,11783.7,2019,1,22,102.0,30.66738975451301,103.98911917406816
1987,青羊区锦翠南路1号,8,2|1,2,7,2001,88.36,5,11,1,1,12449.1,2019,12,29,110.0,30.681887712200712,104.02281580310392
1988,青羊区武青北路312号,8,3|2,3,18,2012,127.65,5,5,1,1,14101.1,2019,10,16,180.0,30.686577716511998,103.9840091712594
1989,-1,8,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1990,青羊区纬七路112号,8,1|1,2,5,2005,47.0,5,16,1,0,11063.8,2019,7,23,52.0,30.69986674601139,103.97132551337394
1991,青羊区光华村街66号,8,1|0,2,11,2004,45.91,3,21,1,1,13069.0,2019,11,2,60.0,30.67017061264198,104.0158454464145
1992,青羊区草堂北支路56号,8,3|2,1,6,2005,110.07,4,25,1,1,19260.5,2019,11,15,212.0,30.67179972041113,104.03149918438388
1993,青羊区青羊大道98号,8,1|1,1,11,2006,55.58,5,71,1,1,14843.5,2018,12,28,82.5,30.687092808661305,104.02007432200956
1994,青羊区西大街84号,8,1|0,2,15,2003,36.64,1,5,1,1,22107.0,2019,11,20,81.0,30.679296870019463,104.06292200005517
1995,青羊区金凤路1号,8,3|2,1,26,2009,133.67,2,23,1,1,24912.1,2019,7,3,333.0,30.68040717019053,104.0115693451022
1996,青羊区光华西三路30号,8,2|2,1,21,2014,89.44,3,21,1,1,19566.2,2019,5,26,175.0,30.677969284691557,103.96375263263658
1997,青羊区万寿四路36号,8,2|2,3,18,2000,88.3,4,9,1,0,12231.0,2019,10,26,108.0,30.664034873239608,103.98763000002424
1998,青羊区金鹏街175号,8,3|1,3,6,2001,110.9,8,5,1,1,14878.3,2020,2,27,165.0,30.68426241127434,104.0074463680488
1999,青羊区成飞大道南段238号,8,2|1,2,20,2011,78.06,4,7,1,1,22418.7,2019,12,14,175.0,30.68266958235012,103.96655109774099
2000,青羊区通惠门路3号,8,5|2,3,25,2005,184.4,8,33,1,1,34164.9,2019,6,8,630.0,30.669438020889693,104.05654732232571
2001,青羊区光华南三路88号,8,3|2,2,24,2012,86.27,4,47,1,1,22023.9,2019,10,26,190.0,30.673625697761818,103.97033303220924
2002,青羊区蜀鑫路与公园路交汇处 ,8,2|2,3,22,2016,68.81,4,7,1,0,19328.6,2019,7,31,133.0,30.70509014005593,103.96438989685352
2003,青羊区洛阳路188号,8,2|1,3,7,-1,77.36,-1,57,1,1,15511.9,2018,10,9,120.0,30.681375624287767,104.07544583771241
2004,青羊区光华南三路88号,8,2|1,1,24,2012,80.79,4,11,1,1,18566.7,2019,12,1,150.0,30.673625697761818,103.97033303220924
2005,青羊区天府广场旁顺城大街269号,8,3|1,2,44,2012,145.37,1,47,1,1,19673.9,2019,8,12,286.0,30.669897240709485,104.07664884036659
2006,青羊区光华大道一段西非物质文化遗产博览园对面,8,3|1,3,14,2016,97.8,5,47,1,1,17586.9,2019,8,15,172.0,30.673690482004485,103.9924998255837
2007,青羊区双顺路8号,8,3|2,1,7,2002,150.0,5,10,1,1,14000.0,2019,12,18,210.0,30.679304600010532,104.02590406426071
2008,青羊区金阳路121号,8,1|1,3,7,2006,39.72,6,41,0,1,15861.0,2018,12,26,63.0,30.68568435028017,104.01088023967432
2009,青羊区锦里西路76号,8,2|1,3,7,2000,75.86,4,48,1,1,13841.3,2018,11,10,105.0,30.661227898770747,104.05352209885973
2010,青羊区西三环外金沙西源大道清源三路169号,8,3|2,2,17,2015,62.03,7,21,1,1,23698.2,2019,5,12,147.0,30.696974666940413,103.99368361438135
2011,青羊区蜀鑫东路88号,8,2|2,1,18,2012,89.0,2,20,1,0,19101.1,2019,9,2,170.0,30.688434738079533,103.9993164579461
2012,青羊区东马道街16号,8,3|2,3,21,2001,148.01,5,20,1,1,14863.9,2019,11,1,220.0,30.68013998355055,104.08513705040166
2013,青羊区光华东三路401号,8,3|2,1,22,2014,74.0,3,53,1,1,24324.3,2018,7,26,180.0,30.67743950338292,103.97205694336424
2014,青羊区绿杨路163号,8,2|1,1,6,2006,108.0,4,6,1,0,21296.3,2020,2,14,230.0,30.67060372196589,103.99476880696285
2015,青羊区多子巷5号,8,2|1,2,6,2000,64.0,3,13,1,1,39531.3,2019,9,9,253.0,30.669510602583898,104.06604899884049
2016,-1,8,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
2017,青羊区金沙遗址路68号,8,3|2,2,32,2012,108.68,4,71,1,1,26683.8,2019,3,24,290.0,30.68891268851193,104.01010402915432
2018,青羊区武青北路312号,8,3|2,3,18,2012,89.0,1,11,1,0,14269.7,2019,11,17,127.0,30.686577716511998,103.9840091712594
2019,青羊区仁厚街10号,8,2|1,3,7,1988,61.82,5,2,1,1,21028.8,2020,3,12,130.0,30.668976982350756,104.06603346264666
2020,青羊区中坝街29号,8,2|1,3,20,2010,89.38,7,5,1,0,15887.2,2019,12,5,142.0,30.677205902930748,103.9849207851655
2021,青羊区石人西路33号,8,3|2,2,7,1999,100.44,5,14,1,1,12943.1,2019,10,26,130.0,30.681037349327518,104.03311797223489
2022,青羊区福德街20号,8,3|1,3,6,1984,71.53,2,40,1,1,12582.1,2019,1,19,90.0,30.67246776040936,104.09014066958376
2023,青羊区绿杨路107号,8,4|2,3,12,2007,151.95,6,52,1,0,21586.0,2019,3,30,328.0,30.670092344889603,103.99439004632595
2024,青羊区光华大道一段866号,8,2|1,2,21,2014,86.37,5,40,1,0,17135.6,2019,7,6,148.0,30.673690482004485,103.9924998255837
2025,青羊区苏坡东路7号,8,3|2,1,10,2001,123.63,5,113,1,1,19979.0,2018,12,15,247.0,30.67876287018249,104.0086629997942
2026,青羊区浣花北路26号,8,3|1,3,7,2000,88.88,4,36,1,1,16876.7,2019,5,22,150.0,30.66858126853456,104.04421833881152
2027,-1,8,4|2,2,7,2004,124.0,6,43,1,1,14193.5,2019,1,28,176.0,-1.0,-1.0
2028,青羊区锦翠南路1号,8,2|2,3,7,2001,88.47,-1,1,1,1,13563.9,2020,3,7,120.0,30.681887712200712,104.02281580310392
2029,青羊区培华路399号,8,2|1,2,22,2010,78.9,3,19,1,1,16730.0,2019,6,10,132.0,30.67676387056879,103.97574700004324
2030,青羊区东顺路164号,8,3|2,2,11,2006,127.34,8,58,1,1,15313.3,2019,2,20,195.0,30.678323003703856,103.99856170614815
2031,青羊区四威南路9号,8,2|1,1,30,2014,67.51,1,32,1,0,22218.9,2019,8,20,150.0,30.675154846984267,103.99957240854181
2032,青羊区同盛路50号,8,1|2,3,7,2001,56.95,1,18,1,1,12642.7,2019,7,8,72.0,30.686733390094897,104.0238881292556
2033,青羊区光华村街66号,8,3|1,1,6,2004,82.0,5,19,1,1,24146.3,2019,11,19,198.0,30.67017061264198,104.0158454464145
